,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
52,232.88736494382223,56.82168902252615,0.1106263001759847,0.05010443258696265,relu,0.0001,"(1176, 588, 294, 147)",constant,0.0001,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588, 294, 147), 'learning_rate': 'constant', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-1.9915847679851695,-1.980259707341897,-2.079902419467635,-2.0172489649315675,0.044543280627727964,10
53,77.67625435193379,16.351202707206273,0.09137614568074544,0.03337953055389475,relu,0.0001,"(1176, 588, 294, 147)",constant,0.1,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588, 294, 147), 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'solver': 'adam'}",-2.8632525804707947,-4.281549993588557,-2.8400687852057067,-3.328290453088353,0.674122731534211,66
54,217.53242254257202,65.07718624934239,0.07800006866455078,0.015619020016977863,relu,0.0001,"(1176, 588, 294, 147)",adaptive,0.0001,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588, 294, 147), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-2.0070266646703097,-2.1080441074444263,-2.0685908347173396,-2.061220535610692,0.04156819230971818,24
55,91.3758897781372,42.433104441426835,0.11040385564168294,0.050167926518151364,relu,0.0001,"(1176, 588, 294, 147)",adaptive,0.1,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 588, 294, 147), 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'solver': 'adam'}",-2.801503939778567,-18.967013558726663,-2.8350822632813553,-8.201199920595528,7.61259217105361,73
56,210.184832572937,58.9531476700555,0.06357773145039876,0.021665233075489353,relu,0.0001,"(1176, 294, 147, 73)",constant,0.0001,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 294, 147, 73), 'learning_rate': 'constant', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-1.9982649978951472,-1.9349449764258717,-2.0408579370277486,-1.9913559704495893,0.04351390429924891,2
57,115.54679536819458,117.73057873188652,0.04117711385091146,0.003768533610900003,relu,0.0001,"(1176, 294, 147, 73)",constant,0.1,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 294, 147, 73), 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'solver': 'adam'}",-11.824013003218788,-2.8049443493901713,-2.8413790565893096,-5.823445469732756,4.243068065674267,69
58,172.44054571787515,44.55809679410876,0.08719317118326823,0.04005202667031581,relu,0.0001,"(1176, 294, 147, 73)",adaptive,0.0001,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 294, 147, 73), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-2.06922731989717,-1.9943396036644554,-2.160335362129736,-2.074634095230454,0.06787524277056345,28
59,52.91209570566813,34.75102328277346,0.07625246047973633,0.031916974276354995,relu,0.0001,"(1176, 294, 147, 73)",adaptive,0.1,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (1176, 294, 147, 73), 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'solver': 'adam'}",-2.8112646566854536,-2.72027452929097,-2.8396243870525337,-2.7903878576763197,0.05091154217252521,41
60,272.0541950861613,74.28748813391788,0.03638140360514323,0.010335537350778608,relu,0.05,"(1176, 588)",constant,0.0001,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (1176, 588), 'learning_rate': 'constant', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-2.0213341220878798,-1.962306843477984,-2.0909731554673967,-2.0248713736777533,0.05258731831818244,14
61,88.27617295583089,78.57919793756676,0.07293144861857097,0.02142032052760034,relu,0.05,"(1176, 588)",constant,0.1,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (1176, 588), 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'solver': 'adam'}",-2.8002517137920746,-24.255565384834888,-2.1872179219749115,-9.747678340200626,10.2616776562892,76
62,261.24607944488525,15.867164680692131,0.0368657112121582,0.004676896371135385,relu,0.05,"(1176, 588)",adaptive,0.0001,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (1176, 588), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-2.0472597013319387,-1.9481691398144854,-2.022064922740686,-2.0058312546290367,0.04205063480084008,7
63,23.173784732818604,5.600882080397956,0.10672426223754883,0.022042337249902542,relu,0.05,"(1176, 588)",adaptive,0.1,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (1176, 588), 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'solver': 'adam'}",-7.811248739706982,-3.244691804428469,-10.767939434046552,-7.274626659394001,3.0947036656141083,71
64,206.2675372759501,31.565462134605166,0.045615434646606445,0.006306771924031974,relu,0.05,"(1176, 588, 294)",constant,0.0001,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (1176, 588, 294), 'learning_rate': 'constant', 'learning_rate_init': 0.0001, 'solver': 'adam'}",-1.9852292602673458,-2.079454253916541,-2.024249255895385,-2.0296442566930906,0.038655891161659885,15
